id	title	current_author	primary_author	attribution_status	conflation	source	note
SA_K03_psp_5u	Pañcaviṃśatisāhasrikā Prajñāpāramitā V [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]	anonymous/traditional	anonymous	anonymous	False	gretil-header	Canonical Perfection-of-Wisdom sutra; anonymous, traditionally buddhavacana. Confirms current attribution.
SA_T09_jatkstpu	Jātakastava	Jñānayaśas	Jñānayaśas	secure	False	gretil-header; secondary:cleaned_Manicudavadana...Yuan Ren,1998.txt	Author secure via colophon; Khotanese metrical translation by Vidyaśīla (translator, separate from author). Confirms current attribution.
SA_T01_n911u	Vasudhārānāmadhāraṇīstotra	anonymous/traditional	anonymous	anonymous	False	gretil-header	Anonymous Buddhist dhāraṇī-sūtra; traditionally ascribed to the Buddha (could also be tagged traditional/pseudepigraphic), no individual author. Confirms current attribution.
SA_GSP31_tsc_vivu	Sāṃkhyasūtravivaraṇa	anonymous (ascribed in some sources to a Kṛṣṇa)	anonymous (Kāpila tradition; sometimes ascribed to a 'Kṛṣṇa')	anonymous	False	gretil-header; web:https://www.wisdomlib.org/definition/tattvasamasa	Colophon names no author, only generic 'munivara' and the Kāpila tradition. Ascription to 'Kṛṣṇa' is weak/traditional and not confirmed; treated as anonymous.
SA_K10_tbimbk_u	Tathāgatabimbakārāpaṇasūtra	anonymous/traditional	anonymous (Buddhavacana; sūtra genre)	anonymous	False	gretil-header	Anonymous sūtra preserved in Gilgit fragments; colophon gives no personal author. Mette = editor, Wille = input only.
SA_MB_jnaanasankaliniitantramHK	Jñānasaṅkalinītantra	anonymous/traditional	anonymous (revealed Śiva-Śakti dialogue; tantra)	anonymous	False	secondary:cleaned_Philosophical Essays_Dasgupta Surendranath, 1941.txt; web:https://shivashakti.com/jnana	Revealed tantra (Śiva-Śakti dialogue); no secure human author. Any ascription to Śaṅkara tradition is unconfirmed and treated as not established.
SA_K03_psp_6-8u	Pañcaviṃśatisāhasrikā Prajñāpāramitā VI-VIII [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]	anonymous/traditional	anonymous (Mahāyāna Buddhavacana)	anonymous	False	gretil-header	Anonymous Mahāyāna sūtra (25,000-line Perfection of Wisdom). Kimura = modern editor, Wille = input. Colophon notes redaction per the Abhisamayālaṃkāra but names no author.
SA_T01_n821u	Lokeśvarastotra	anonymous/traditional	anonymous (Bauddhastotrasaṃgraha, Pandey ed.)	anonymous	False	gretil-header; secondary:cleaned_Dorji Wangchuk_Cross-Cultural transmission of Buddhist texts.txt	Anonymous in the Pandey Bauddhastotrasaṃgraha edition (our source). A different Lokeśvarastotra (Tibetan transmission) is ascribed to *Caryādīpa — kept separate; not applied here.
SA_GSP33_gaukarpu	Āgamaśāstra (Gauḍapādakārikā / Gauḍapādīyakārikā / Māṇḍūkyakārikā)	Gauḍapāda	Gauḍapāda (traditional; single authorship disputed — esp. 4th/Alātaśānti prakaraṇa by a different hand)	disputed	True	gretil-header; web:https://en.wikipedia.org/wiki/Gaudapada; secondary:cleaned_Isogesis_Andrew Philip Tuck, 1987.txt	Traditional single author Gauḍapāda is contested. Bhattacharya: 4 independent treatises by different authors; King: 4th prakaraṇa (Alātaśānti) by a distinct Buddhist-leaning author. Flagged as conflated/disputed rather than securely one person.
SA_GK19_dandkc_u	Daśakumāracarita	Daṇḍin	Daṇḍin (core 8 ucchvāsas); anonymous (Pūrvapīṭhikā & Uttarapīṭhika supplements)	conflated	True	gretil-header + secondary:cleaned_Ajanta. History and Development. Vol, II_Walter M. Spink, 2006.txt + web:https://en.wikipedia.org/wiki/Dashakumaracharita	GRETIL e-text includes both pīṭhikās; only the central 8 ucchvāsas are securely Daṇḍin's, framing sections are anonymous later supplements — hence conflated. Colophons uniformly ascribe to Daṇḍin (a later attributive convention).
SA_K12_mprsvdhu	Mahāpratisarāvidyādhāraṇī	anonymous/traditional	anonymous (buddhavacana; one of the Pañcarakṣā dhāraṇīs)	anonymous	False	secondary:cleaned_Indian Buddhism_Hajime Nakamura, 1980.txt + secondary:cleaned_Literary History of Sanskrit Buddhism_Nariman G K_1919.txt + tradition	Anonymous Mahāyāna/dhāraṇī text; traditionally buddhavacana, member of the Pañcarakṣā collection. No human author; remains anonymous.
SA_GK19_bhattiku	Rāvaṇavadha [Bhaṭṭikāvya]	Bhaṭṭi	Bhaṭṭi	secure	False	gretil-header + secondary:cleaned_skt-en-mono.txt	Secure single author Bhaṭṭi; legendary equation with Bhartṛhari rejected by scholarship. Composition associated with the reign of Dharasena/Śrīdharasena of Valabhī.
SA_K07_pplg202u	Larger Prajñāpāramitā [Pañcaviṃśatisāhasrikā Prajñāpāramitā]	anonymous/traditional	anonymous (buddhavacana)	anonymous	False	secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt + tradition	Anonymous Mahāyāna sūtra; this is a Gilgit-ms excerpt. Note: the Pañcaviṃśatisāhasrikā was later recast to fit the Abhisamayālaṅkāra, but that redaction is distinct from this sūtra text. No author; anonymous.
SA_K01_vinsutru	Vinayasūtra	Guṇaprabha	Guṇaprabha	secure	False	secondary:cleaned_Regles de Discipline des Nonnes Bouddhistes_Edith Nolot, 1991.txt + secondary:cleaned_Davidson_Pure realms and hidden abodes.txt	Secure: Guṇaprabha authored both the sūtra and its auto-commentary. This item is the sūtra (mūla) text only, so single author; not conflated.
SA_GS41_aryabh_u	Āryabhaṭīya	Āryabhaṭa (Āryabhaṭa I)	Āryabhaṭa I (mūla); Bhāskara I & Someśvara (commentary)	secure	True	gretil-header + secondary:cleaned_Nance_Mindsets and Commentarial Conventions.txt	Root Āryabhaṭīya securely by Āryabhaṭa I (499 CE). The cited GRETIL source file is the commentarial edition, conflating mūla with commentaries of Bhāskara I and Someśvara — hence roles separated and conflation_flag set.
SA_GV05_gmandk_u	Māṇḍūkya-Upaniṣadkārikā [Gauḍapādakārikā, Māṇḍūkyakārikā, Āgamaśāstra]	Gauḍapāda	Gauḍapāda (traditional, prakaraṇas 1-3); Alātaśānti (prakaraṇa 4) possibly a later/different hand	disputed	True	gretil-header; secondary:cleaned_Buddhism and Jainism_K. T. S. Sarao, Jeffery D. Long, eds., 2017.txt; web:https://en.wikipedia.org/wiki/Gaudapada	Traditional single ascription to Gauḍapāda; modern scholarship (King) treats the Āgamaśāstra as likely composite, with Alātaśānti-prakaraṇa (book 4, 100 kārikās) a separate, later, Buddhist-flavoured stratum, possibly not by the author of prakaraṇas 1-3. Distinct from the Māṇḍūkya Upaniṣad itself (śruti).
SA_MB_kalottaragamaHK	Kālottara	anonymous/traditional (revealed scripture)	anonymous (revealed Śaiva Siddhānta scripture; traditionally spoken by Śiva)	anonymous	False	secondary:cleaned_skt-en-mono.txt; secondary:cleaned_Sanderson_History through textual criticism.txt	No human author: revealed Śaiva (Siddhānta) tantra/āgama, framed as Śiva's teaching. Transmitted in several recensions; this is a collective, anonymous redaction, not a single-author work.
SA_GK19_danddk1u	Daśakumāracarita: Ucchvāsas 3, 5 & 6	Daṇḍin	Daṇḍin	secure	False	gretil-header; secondary:cleaned_Ajanta. History and Development. Vol, II, Arguments About Ajanta_Walter M. Spink, 2006.txt	These three ucchvāsas are the genuine Daṇḍin core, hence secure (no conflation here). The work as a whole IS conflated (Pūrvapīṭhikā/Uttarapīṭhikā composed by other, anonymous hands per Spink), but those parts are excluded from this item.
SA_GSP29_snyayvpu	Nyāyāvatāra	Siddhasena Divākara (Siddhasena Mahāmati)	Siddhasena Mahāmati (per Balcerowicz; traditionally ascribed to Siddhasena Divākara)	disputed	False	gretil-header; secondary:cleaned_Jains_Paul Dundas, 1992, 2002.txt; web:https://en.wikipedia.org/wiki/Siddhasena	Two-Siddhasenas problem: traditional ascription to Siddhasena Divākara is disputed; the kārikās are now attributed to Siddhasena Mahāmati (≠ the Sanmatitarka author). The Vivṛti (Siddharṣi) and Ṭippana (Devabhadra) are separate commentarial layers, not part of this kārikā text.
SA_MB_kaamikaagamauttarabhaagaHK	Kāmikāgama, Uttarabhāga	anonymous/traditional	anonymous (revealed Śaiva Siddhānta scripture)	anonymous	False	tradition; secondary:general Śaivāgama literature	Revealed Śaiva āgama, no named human author. Uttarabhāga is a later, separately accumulated layer than the Pūrvabhāga — a redactional stratification rather than two named authors, so not flagged as multi-author conflation.
SA_GK16_dkavy	Kāvyādarśa	Daṇḍin	Daṇḍin	secure	False	gretil-header; secondary:cleaned_Companion to World Philosophies_Eliot Deutsch, Ron Bontekoe, 1999.txt	Single, secure author Daṇḍin. Alt. title Kāvyalakṣaṇa (esp. in Tibetan transmission, Dimitrov). The 'three Daṇḍins' question concerns identity/unification of works, not multi-author conflation of THIS text.
SA_GV05_agsas_3u	Āgamaśāstra 3: Advaitaprakaraṇa	Gauḍapāda	Gauḍapāda (kārikā); Śaṅkara, ascribed (bhāṣya)	conflated	True	gretil-header	current_author lists only Gauḍapāda but etext bundles kārikā (Gauḍapāda) + bhāṣya (ascribed to Śaṅkara). Two distinct authors/roles; Śaṅkara ascription traditional/disputed.
SA_T11_samtasi	Saṃtānāntarasiddhi	Dharmakīrti	Dharmakīrti (kārikā/prakaraṇa); Vinītadeva (ṭīkā)	conflated	True	gretil-header	Edition contains both root (Dharmakīrti) and ṭīkā (Vinītadeva); current_author omits the commentator.
SA_T11_bsa063_u	Sambandhaparīkṣā	Dharmakīrti	Dharmakīrti (kārikā); Prabhācandra (vyākhyā/commentary, per cited ed.)	conflated	True	gretil-header	Etext = root (Dharmakīrti) + Prabhācandra's commentary; current_author omits commentator. Distinct from Vinītadeva-ṭīkā and Dharmakīrti's own vṛtti.
SA_K10_sf279_sc	Sūtra fragment SF 279 (SuttaCentral 'Other Fragments'; Turfan Sanskrit canon)		anonymous (Buddhist canonical sūtra; Buddhavacana)	anonymous	False	web:https://suttacentral.net/sf279/san/waldschmidt	Anonymous canonical fragment; no author to assign. Waldschmidt = editor only. current_author already empty.
SA_T11_dhkprviu	Pramāṇaviniścaya	Dharmakīrti	Dharmakīrti	secure	False	gretil-header	Single-author root fragment (kārikā + svavṛtti are Dharmakīrti's own); no conflation. Matches current_author.
SA_T11_dhknyayu	Nyāyabindu	Dharmakīrti	Dharmakīrti (mūla); Dharmottara (ṭīkā); Durvekamiśra (Dharmottarapradīpa, sub-comm.)	conflated	True	gretil-header	Root (Dharmakīrti) + ṭīkā (Dharmottara) + sub-comm. (Durvekamiśra). current_author lists only Dharmakīrti; conflates three authors.
SA_T01_n879u	Śākyasiṃhastotra: yaśodharākṛtam	anonymous/traditional (framed as spoken by Yaśodharā)	attributed to Yaśodharā (pseudepigraphic; actual author unknown)	pseudepigraphic	False	gretil-header	Stotra placed in the mouth of Yaśodharā; ascription is legendary/pseudepigraphic. True author anonymous. Matches current_author.
SA_K12_manivdhu	Mahāmaṇivipulavimānaviśvasupratiṣṭhitaguhyaparamarahasyakalparājadhāraṇī	anonymous/traditional	anonymous	anonymous	False	gretil-header	Anonymous dhāraṇī from Gilgit MSS; no named author; matches current_author.
SA_T11_dhksparu	Sambandhaparīkṣā	Dharmakīrti	Dharmakīrti (kārikā/mūla); Prabhācandra (vyākhyā in this edition)	secure	False	gretil-header	Root verses securely Dharmakīrti; edition bundles Prabhācandra's commentary. Root attribution matches current_author. Distinct commentator present but not a conflation of the root work's authorship.
SA_GK19_suvasavu	Vāsavadattā	Subandhu	Subandhu	secure	False	gretil-header	Single-author prose romance; secure self-attribution in verse 13 and colophon. Matches current_author.
SA_T11_dhnyabpu	Nyāyabinduprakaraṇa	Dharmakīrti	Dharmakīrti (mūla); commentaries by Vinītadeva and Dharmottara in this edition	secure	False	gretil-header	Root prakaraṇa securely Dharmakīrti; edition layers two distinct ṭīkās (Vinītadeva, Dharmottara). Root attribution matches current_author; commentators are separate persons but root authorship is not conflated.
SA_T01_n861u	Pañcarakṣādevīstotrāṇi	anonymous/traditional	anonymous	anonymous	False	secondary:cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Anonymous compiled dhāraṇī/stotra collection of the five rakṣā goddesses; no historical author. Matches current_author.
SA_GV05_agsas_4u	Āgamaśāstra 4: Alātaśāntiprakaraṇa	Gauḍapāda	Gauḍapāda (kārikā); Śaṅkara (bhāṣya, ascription disputed)	conflated	True	gretil-header + secondary:Early Advaita Vedanta and Buddhism (King 1995); secondary:Literature about the Philosophical Systems (Potter)	Title conflates kārikā (Gauḍapāda) + bhāṣya (ascribed Śaṅkara, authorship disputed). Composite-text view: GK IV may be of separate authorship from prakaraṇas I-III. 'Gauḍapāda' itself is the traditional ascription of the kārikā.
SA_GR13_kirtm_pu	Kiraṇatantra	anonymous/traditional (revealed scripture)	anonymous (revealed Śaiva Siddhānta āgama)	anonymous	False	gretil-header + secondary:Self's Awareness (Watson 2006); secondary:Tantric Body (Flood 2006)	Revealed scripture, no human author; traditionally Śiva's speech. The cited edition is Rāmakaṇṭha's commentary (Kiraṇavṛtti) but the e-text item is the mūla scripture only.
SA_T11_pramanvu	Pramāṇavārttika	Dharmakīrti	Dharmakīrti	secure	False	gretil-header + secondary:Tillemans 2000 (DHARMAKIRTI'S PRAMANAVARTTIKA ch.4)	Root verses by Dharmakīrti. Note Dharmakīrti also wrote a Svavṛtti (on ch. I) and Manorathanandin a later Vṛtti — not in this mūla e-text, so no conflation here.
SA_T11_dhkprvku	Pramāṇavārttikakārikā	Dharmakīrti	Dharmakīrti	secure	False	gretil-header + secondary:Tillemans 2000	Kārikā-only edition; single author Dharmakīrti.
SA_T04_bsa053_u	Madhyamakāvatāra	Candrakīrti	Candrakīrti (kārikā and bhāṣya)	secure	False	gretil-header + secondary:Jewels of the Middle Way (Apple 2019); secondary:Jnanagarbha (Eckel 1987)	E-text is the bhāṣya (svabhāṣya), not bare kārikās; kārikā and auto-commentary both by Candrakīrti, so single author despite two roles.
SA_GS26_jaytuppu	Tattvopaplavasiṃha	Jayarāśi Bhaṭṭa	Jayarāśi Bhaṭṭa	secure	False	secondary:Mind language and world (Matilal 2002); secondary:Wonder that was India (Basham 1954); secondary:Emptiness Appraised (Burton 2001)	Single author; secure. A few date the author 7th vs 8th c. but authorship undisputed.
SA_T04_canprasu	Prasannapadā [Madhyamakaśāstravṛtti]	Candrakīrti	Candrakīrti (Prasannapadā/vṛtti); Nāgārjuna (Madhyamakaśāstra/Mūlamadhyamakakārikā root verses)	conflated	True	gretil-header; secondary:cleaned_Wise One in the Prasannapada_M Warrick - 1983_OCR.txt	current_author lists only Candrakīrti (the commentator); the edited text conflates Nāgārjuna's root verses with Candrakīrti's running commentary. Roles separated.
SA_T04_n847u	Madhyamakaśāstrastuti	Candrakīrti (traditionally attributed)	Candrakīrti (traditional attribution)	traditional	False	secondary:cleaned_Jewels of the Middle Way_James B Apple, 2019.txt; secondary:cleaned_Candrakirti and Moon-flower of Nalanda_Loizzo, 2001.txt	Attribution to Candrakīrti is traditional, not secure; transmitted appended to the MMK/Prasannapadā in Tibetan witnesses. current_author already flags 'traditionally attributed'.
SA_MB_kalikapuranaHK	kālikāpurāṇam	anonymous/traditional	anonymous (Śākta Upapurāṇa, Kāmarūpa/NE India milieu)	anonymous	False	secondary:cleaned_Sanderson_The Śaiva Age.txt; secondary:cleaned_Tantric traditions in transmission and translation_Gray & Overbey, 2016.txt	Genuinely anonymous Purāṇa, traditionally framed as Vyāsa/sūta narration; product of redaction in NE-India Śākta milieu (ca. 11th-14th c. core). No individual author to assign.
SA_T04_n2980u	Madhyamakāvatārakārikā	Candrakīrti	Candrakīrti	secure	False	secondary:cleaned_Jnanagarbha on the Two Truths_Eckel.txt; secondary:cleaned_Luminous Heart_Brunnholzl, 2009.txt; edition:LVP BB IX	kārikā = verse text only, single author Candrakīrti; the auto-commentary (bhāṣya) is a distinct work, so no conflation within this item. Attribution secure.
SA_K01_bsu058_u	Vinayasūtra [1: Pravrajyāvastu]	Guṇaprabha	Guṇaprabha (sūtra and auto-commentary/svavyākhyāna)	secure	False	gretil-header; secondary:cleaned_Schopen_Dead monks and bad debts.txt	Single author for both root sūtra and auto-commentary (the edition includes the svavṛtti). Not a conflation despite two layers, since same author. Mūlasarvāstivāda Vinaya digest.
